g	c1	c2	c3	c4	id	g	GClass#1	GClass#2	GClass#	Cluster#1	Cluster#2	Cluster#	joint2_1_1	joint2_1_2	joint2_2_1	joint2_2_2
75	3	1	3	2	598	75	    0.999894	 0.000106046	1	 0.000836858	    0.999163	2	 0.000835783	    0.999164	   0.0109738	    0.989026
75	3	2	3	2	599	75	    0.999894	 0.000106046	1	  0.00253872	    0.997461	2	  0.00253553	    0.997464	   0.0326184	    0.967382
75	3	2	3	2	600	75	    0.999894	 0.000106046	1	  0.00253872	    0.997461	2	  0.00253553	    0.997464	   0.0326184	    0.967382
76	2	3	2	3	601	76	  0.00881979	     0.99118	2	     0.84314	     0.15686	1	     0.29608	     0.70392	    0.848008	    0.151992
76	1	3	1	1	602	76	  0.00881979	     0.99118	2	    0.999934	 6.64643e-05	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
76	1	3	1	1	603	76	  0.00881979	     0.99118	2	    0.999934	 6.64643e-05	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
76	2	1	2	3	604	76	  0.00881979	     0.99118	2	    0.105636	    0.894364	2	  0.00890559	    0.991094	    0.106497	    0.893503
76	1	1	3	1	605	76	  0.00881979	     0.99118	2	    0.884327	    0.115673	1	     0.37612	     0.62388	     0.88885	     0.11115
76	1	3	1	1	606	76	  0.00881979	     0.99118	2	    0.999934	 6.64643e-05	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
76	1	2	1	2	607	76	  0.00881979	     0.99118	2	    0.984294	   0.0157055	1	    0.837655	    0.162345	    0.985599	   0.0144007
76	1	3	3	2	608	76	  0.00881979	     0.99118	2	    0.956659	   0.0433415	1	    0.640884	    0.359116	    0.959468	   0.0405316
77	2	3	1	1	609	77	    0.992017	  0.00798265	1	    0.993993	  0.00600683	1	    0.993949	  0.00605148	    0.999541	 0.000458781
77	2	2	3	3	610	77	    0.992017	  0.00798265	1	  0.00763002	     0.99237	2	  0.00700305	    0.992997	   0.0855449	    0.914455
77	2	3	3	2	611	77	    0.992017	  0.00798265	1	    0.193643	    0.806357	2	     0.18912	     0.81088	     0.75572	     0.24428
77	1	1	2	3	612	77	    0.992017	  0.00798265	1	   0.0676269	    0.932373	2	   0.0643328	    0.935667	    0.476992	    0.523008
77	2	3	3	2	613	77	    0.992017	  0.00798265	1	    0.193643	    0.806357	2	     0.18912	     0.81088	     0.75572	     0.24428
77	3	1	1	3	614	77	    0.992017	  0.00798265	1	   0.0184131	    0.981587	2	   0.0170557	    0.982944	    0.187099	    0.812901
77	2	1	3	2	615	77	    0.992017	  0.00798265	1	  0.00541304	    0.994587	2	  0.00495775	    0.995042	   0.0619929	    0.938007
77	2	2	2	3	616	77	    0.992017	  0.00798265	1	   0.0284909	    0.971509	2	   0.0265805	    0.973419	    0.265897	    0.734103
78	2	1	3	2	617	78	    0.993316	  0.00668366	1	  0.00533895	    0.994661	2	  0.00495775	    0.995042	   0.0619929	    0.938007
78	2	1	2	2	618	78	    0.993316	  0.00668366	1	   0.0201618	    0.979838	2	   0.0189264	    0.981074	    0.203754	    0.796246
78	3	1	3	3	619	78	    0.993316	  0.00668366	1	 0.000421226	    0.999579	2	 0.000389465	    0.999611	  0.00514151	    0.994858
78	3	1	2	1	620	78	    0.993316	  0.00668366	1	   0.0510981	    0.948902	2	     0.04872	     0.95128	     0.40453	     0.59547
78	3	1	2	3	621	78	    0.993316	  0.00668366	1	  0.00162733	    0.998373	2	  0.00150628	    0.998494	   0.0196177	    0.980382
78	2	1	2	3	622	78	    0.993316	  0.00668366	1	  0.00955786	    0.990442	2	  0.00890559	    0.991094	    0.106497	    0.893503
78	2	3	1	1	623	78	    0.993316	  0.00668366	1	    0.993986	   0.0060141	1	    0.993949	  0.00605148	    0.999541	 0.000458781
78	1	3	3	1	624	78	    0.993316	  0.00668366	1	    0.965988	   0.0340118	1	    0.965777	   0.0342227	    0.997336	  0.00266432
79	2	3	2	1	625	79	    0.637996	    0.362004	1	    0.956345	   0.0436552	1	    0.934554	   0.0654457	    0.994748	  0.00525167
79	1	1	2	3	626	79	    0.637996	    0.362004	1	    0.213717	    0.786283	2	   0.0643328	    0.935667	    0.476992	    0.523008
79	1	3	1	1	627	79	    0.637996	    0.362004	1	    0.999471	 0.000528945	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
79	3	1	2	3	628	79	    0.637996	    0.362004	1	  0.00806271	    0.991937	2	  0.00150628	    0.998494	   0.0196177	    0.980382
79	3	3	1	3	629	79	    0.637996	    0.362004	1	    0.617203	    0.382797	1	    0.448193	    0.551807	    0.915066	    0.084934
79	2	2	2	2	630	79	    0.637996	    0.362004	1	    0.193692	    0.806308	2	   0.0553784	    0.944622	    0.437454	    0.562546
79	1	1	1	2	631	79	    0.637996	    0.362004	1	     0.74813	     0.25187	1	     0.62934	     0.37066	    0.957486	   0.0425138
79	2	2	3	2	632	79	    0.637996	    0.362004	1	   0.0700611	    0.929939	2	   0.0149153	    0.985085	     0.16725	     0.83275
80	2	3	1	1	633	80	   0.0001206	    0.999879	2	    0.999541	 0.000459456	1	    0.993949	  0.00605148	    0.999541	 0.000458781
80	3	3	2	1	634	80	   0.0001206	    0.999879	2	    0.969481	   0.0305195	1	    0.705656	    0.294344	    0.969512	   0.0304876
80	2	3	2	1	635	80	   0.0001206	    0.999879	2	    0.994741	  0.00525893	1	    0.934554	   0.0654457	    0.994748	  0.00525167
80	2	3	3	1	636	80	   0.0001206	    0.999879	2	    0.979945	   0.0200551	1	    0.786693	    0.213307	    0.979968	   0.0200318
80	1	3	1	2	637	80	   0.0001206	    0.999879	2	    0.999051	 0.000949035	1	    0.987574	   0.0124257	    0.999052	  0.00094765
80	1	2	1	1	638	80	   0.0001206	    0.999879	2	    0.999076	 0.000924479	1	    0.987892	   0.0121078	    0.999077	  0.00092313
80	1	3	3	1	639	80	   0.0001206	    0.999879	2	    0.997332	  0.00266812	1	    0.965777	   0.0342227	    0.997336	  0.00266432
80	1	3	1	1	640	80	   0.0001206	    0.999879	2	     0.99994	 6.00699e-05	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
