g	x	w	y1	y2	y3	id	g	GClass#1	GClass#2	GClass#	Cluster#1	Cluster#2	Cluster#	joint2_1_1	joint2_1_2	joint2_2_1	joint2_2_2
40	-0.722550802391993	-0.607496879055063	0.824367041359691	-0.979893178527345	2.00808248505989	398	40	 9.64507e-05	    0.999904	2	    0.292916	    0.707084	2	    0.926341	   0.0736589	    0.292855	    0.707145
40	-1.02275889693843	-0.607496879055063	-0.766085099928794	1.83716934101256	1.5758298301688	399	40	 9.64507e-05	    0.999904	2	    0.269602	    0.730398	2	    0.918069	   0.0819308	     0.26954	     0.73046
40	-0.660455794146659	-0.607496879055063	1.74819299398604	3.54770120361367	2.18500526022439	400	40	 9.64507e-05	    0.999904	2	 6.61158e-05	    0.999934	2	  0.00199821	    0.998002	 6.59294e-05	    0.999934
41	-0.267716615925272	2.31808242481409	3.66618935634074	2.15786440733968	-0.0595429788789994	401	41	 0.000919137	    0.999081	2	 3.85433e-05	    0.999961	2	  0.00113846	    0.998862	 3.75314e-05	    0.999962
41	-0.739804586468067	2.31808242481409	1.91194081745987	1.24095219263287	0.180825456067999	402	41	 0.000919137	    0.999081	2	  0.00926466	    0.990735	2	    0.217554	    0.782446	  0.00907304	    0.990927
41	-0.88604609476267	2.31808242481409	0.752912768825687	0.886585439232607	0.906111243941235	403	41	 0.000919137	    0.999081	2	    0.103187	    0.896813	2	     0.77632	     0.22368	    0.102568	    0.897432
41	2.32669221251084	2.31808242481409	2.41941132472249	0.184656260672306	-0.762616736173178	404	41	 0.000919137	    0.999081	2	   0.0258434	    0.974157	2	    0.442384	    0.557616	   0.0254602	     0.97454
41	1.64528576937477	2.31808242481409	4.03751818029119	2.17933519911448	1.41789675817039	405	41	 0.000919137	    0.999081	2	 4.49748e-06	    0.999996	2	 0.000132969	    0.999867	 4.37929e-06	    0.999996
41	0.326128866546123	2.31808242481409	0.558548240888471	1.15378443036155	-1.05689971810106	406	41	 0.000919137	    0.999081	2	    0.358348	    0.641652	2	    0.944195	   0.0558049	    0.357809	    0.642191
41	0.299629878219255	2.31808242481409	3.94525308869588	1.24194396243827	0.887944631506437	407	41	 0.000919137	    0.999081	2	  3.4719e-05	    0.999965	2	  0.00102561	    0.998974	 3.38074e-05	    0.999966
41	-2.52319920771922	2.31808242481409	0.590829816264524	4.27824543152634	0.594973496819473	408	41	 0.000919137	    0.999081	2	 0.000911948	    0.999088	2	   0.0262977	    0.973702	 0.000888594	    0.999111
41	-0.156805404844062	2.31808242481409	1.84474120606967	0.951354229528227	2.03268484376711	409	41	 0.000919137	    0.999081	2	  0.00354743	    0.996453	2	   0.0954505	     0.90455	  0.00346288	    0.996537
41	-0.178184849886919	2.31808242481409	-0.497006992322277	-0.245947804395918	0.127150136554524	410	41	 0.000919137	    0.999081	2	    0.928944	   0.0710564	1	    0.997485	  0.00251497	    0.928881	   0.0711194
42	-0.116098059163858	0.0193616928582484	1.00382656060215	-2.66144964106275	0.619906429520275	411	42	    0.999995	 5.22237e-06	1	    0.994139	  0.00586144	1	    0.994139	  0.00586067	    0.848162	    0.151838
42	0.00604722921244121	0.0193616928582484	-0.5109301961095	-0.0734163424614197	-0.371690500504009	412	42	    0.999995	 5.22237e-06	1	    0.997931	  0.00206941	1	    0.997931	  0.00206911	    0.940767	   0.0592334
42	-0.149605273962975	0.0193616928582484	0.127355940327176	0.593249943513178	-0.47025633485781	413	42	    0.999995	 5.22237e-06	1	    0.983311	   0.0166892	1	    0.983312	   0.0166875	    0.659913	    0.340087
42	-1.19510122754015	0.0193616928582484	0.239050867850135	-0.957356100216804	-1.10267939600732	414	42	    0.999995	 5.22237e-06	1	    0.998021	   0.0019787	1	    0.998022	  0.00197841	     0.94322	   0.0567796
42	-0.101101134465806	0.0193616928582484	0.162167074391946	1.40229910580271	1.55198219247593	415	42	    0.999995	 5.22237e-06	1	    0.776205	    0.223795	1	    0.776208	    0.223792	    0.102509	    0.897491
42	0.823255768249238	0.0193616928582484	0.364840089258136	1.08168141279582	-0.397268283243169	416	42	    0.999995	 5.22237e-06	1	    0.946855	   0.0531447	1	    0.946858	   0.0531417	    0.369778	    0.630222
42	0.288547895156443	0.0193616928582484	1.44914945923939	-0.0844033126702017	1.04929854962653	417	42	    0.999995	 5.22237e-06	1	    0.713372	    0.286628	1	    0.713376	    0.286624	   0.0757515	    0.924248
42	-1.10523986913486	0.0193616928582484	-0.594389565671837	-1.15485472079407	-0.945437810368301	418	42	    0.999995	 5.22237e-06	1	    0.999676	 0.000323913	1	    0.999676	 0.000323864	    0.990258	  0.00974212
42	-0.989960885044144	0.0193616928582484	-0.889360820702206	0.981903751781213	-0.642595200061938	419	42	    0.999995	 5.22237e-06	1	     0.99657	  0.00342957	1	    0.996571	   0.0034291	    0.905395	   0.0946045
42	-0.383134272593912	0.0193616928582484	-1.16274989009123	-0.0653468693578523	0.105892710105494	420	42	    0.999995	 5.22237e-06	1	    0.999134	  0.00086646	1	    0.999134	  0.00086633	    0.974345	   0.0256552
43	0.0561207692074924	0.560677320930532	-0.460774119343181	0.860469467210203	0.839942276843874	421	43	    0.999992	 8.05459e-06	1	    0.979889	   0.0201105	1	    0.979892	   0.0201076	     0.61609	     0.38391
43	-0.35003331531342	0.560677320930532	0.121650037441516	-0.454307308612034	-0.287651864744668	422	43	    0.999992	 8.05459e-06	1	    0.995029	  0.00497056	1	     0.99503	  0.00496954	    0.868309	    0.131691
43	-0.297174500313735	0.560677320930532	1.62089007856492	-1.50587155091811	1.69317915611863	423	43	    0.999992	 8.05459e-06	1	     0.83747	     0.16253	1	    0.837476	    0.162524	    0.145071	    0.854929
43	0.369590789365862	0.560677320930532	-0.0311224117580291	0.323352872514993	1.250737419643	424	43	    0.999992	 8.05459e-06	1	     0.96813	   0.0318701	1	    0.968134	   0.0318664	    0.500116	    0.499884
43	-1.36315415067693	0.560677320930532	-0.279156118830204	-1.54882899439551	0.498511380577366	425	43	    0.999992	 8.05459e-06	1	     0.99883	  0.00117049	1	     0.99883	  0.00117023	    0.965644	   0.0343556
43	0.99730546486618	0.560677320930532	-1.28695101726452	0.425808518855348	0.631916752962984	426	43	    0.999992	 8.05459e-06	1	    0.998109	  0.00189143	1	    0.998109	  0.00189101	    0.945597	    0.054403
43	-0.529776052226294	0.560677320930532	1.21359120155132	1.52254102456902	-0.563929699491117	427	43	    0.999992	 8.05459e-06	1	    0.617935	    0.382065	1	     0.61794	     0.38206	    0.050568	    0.949432
43	0.553465308590801	0.560677320930532	-0.247989688010855	0.303927309954779	-0.348980386942581	428	43	    0.999992	 8.05459e-06	1	    0.994312	  0.00568848	1	    0.994313	  0.00568733	     0.85201	     0.14799
43	0.932597191833	0.560677320930532	-0.473628685483107	0.369689145006531	2.53207937134145	429	43	    0.999992	 8.05459e-06	1	    0.957899	    0.042101	1	    0.957903	   0.0420967	    0.428352	    0.571648
43	-0.959187425754873	0.560677320930532	-1.18198948479498	0.55724724063904	-0.0530929103511034	430	43	    0.999992	 8.05459e-06	1	    0.998295	  0.00170491	1	    0.998295	  0.00170452	    0.950706	   0.0492938
44	0.117008500511774	0.541524872493457	-1.21089664711863	-0.926496804969672	0.542523714030377	431	44	     0.99967	 0.000329852	1	    0.999613	 0.000386893	1	    0.999617	 0.000383223	    0.988492	   0.0115078
44	-1.1306923096973	0.541524872493457	1.41073414705462	1.04103947029836	0.413084346165318	432	44	     0.99967	 0.000329852	1	    0.490451	    0.509549	2	    0.490602	    0.509398	   0.0307405	     0.96926
44	1.2851853683849	0.541524872493457	-0.691545067372904	2.11506553693887	-0.886897396862436	433	44	     0.99967	 0.000329852	1	    0.979498	   0.0205022	1	    0.979619	   0.0203812	    0.612823	    0.387177
44	0.94263205927153	0.541524872493457	0.995946074579261	-1.31153955633845	0.38227341255148	434	44	     0.99967	 0.000329852	1	    0.981245	   0.0187546	1	     0.98136	   0.0186401	    0.634197	    0.365803
44	-0.308155614418183	0.541524872493457	0.767395224029981	0.301759570447193	0.555649758871505	435	44	     0.99967	 0.000329852	1	    0.909506	   0.0904939	1	    0.909724	    0.090276	    0.249162	    0.750838
44	0.366457214295486	0.541524872493457	2.50705780044369	2.42444863390761	1.10704310586089	436	44	     0.99967	 0.000329852	1	  0.00551694	    0.994483	2	   0.0055187	    0.994481	 0.000182709	    0.999817
44	-0.104441691158944	0.541524872493457	-0.121106582928508	1.5772372169976	0.441169187056153	437	44	     0.99967	 0.000329852	1	    0.923617	   0.0763832	1	    0.923827	   0.0761726	    0.285399	    0.714601
44	0.817293666137356	0.541524872493457	0.932526966371414	0.0148385672198086	-1.01458403669232	438	44	     0.99967	 0.000329852	1	    0.971849	   0.0281513	1	    0.971993	   0.0280067	    0.533338	    0.466662
44	0.864947537121202	0.541524872493457	-1.47971913494515	1.22303344847271	-0.199671815728856	439	44	     0.99967	 0.000329852	1	    0.997894	  0.00210596	1	    0.997913	  0.00208696	    0.940285	   0.0597148
44	0.695364963238229	0.541524872493457	-1.37116443244933	-2.11757431888434	0.249977884227865	440	44	     0.99967	 0.000329852	1	     0.99994	 6.01377e-05	1	     0.99994	 5.95618e-05	    0.998194	  0.00180556
45	-1.49312778568246	1.84282524455263	0.439347516199436	1.20696521659694	-0.188842299492747	441	45	    0.999996	 4.30222e-06	1	    0.909966	   0.0900345	1	    0.909968	   0.0900316	     0.24972	     0.75028
45	0.778385547766617	1.84282524455263	0.453040961375937	0.662352403989179	0.812639363397592	442	45	    0.999996	 4.30222e-06	1	    0.911084	   0.0889163	1	    0.911087	   0.0889134	      0.2523	      0.7477
45	1.01018877472425	1.84282524455263	-0.281335101115636	-0.0442629850522854	1.08963875845417	443	45	    0.999996	 4.30222e-06	1	    0.989615	   0.0103853	1	    0.989616	   0.0103843	    0.758352	    0.241648
45	-0.167711767039119	1.84282524455263	-1.29505166801752	-0.25894483932365	0.318410180105006	444	45	    0.999996	 4.30222e-06	1	    0.999379	 0.000621174	1	    0.999379	 0.000621097	    0.981477	    0.018523
45	-0.262453637174927	1.84282524455263	-0.966489630651524	0.686589846495019	-0.0652738136998639	445	45	    0.999996	 4.30222e-06	1	    0.997042	  0.00295827	1	    0.997042	  0.00295792	    0.917356	   0.0826444
45	0.85849406381751	1.84282524455263	-0.515450721226044	1.23244828541912	1.8497001985408	446	45	    0.999996	 4.30222e-06	1	    0.932981	   0.0670194	1	    0.932983	   0.0670167	    0.314339	    0.685661
45	0.201561218856097	1.84282524455263	1.16651883111341	-1.03456979570349	0.751864714737708	447	45	    0.999996	 4.30222e-06	1	    0.950132	   0.0498683	1	    0.950134	   0.0498659	    0.385542	    0.614458
45	0.31478816945787	1.84282524455263	1.04524726142961	-0.332540610921363	0.911538040583133	448	45	    0.999996	 4.30222e-06	1	    0.904198	   0.0958017	1	    0.904201	   0.0957988	    0.237116	    0.762884
45	1.54036702714926	1.84282524455263	-0.790664927463106	-0.153419603547388	-0.217389920991168	449	45	    0.999996	 4.30222e-06	1	    0.998844	  0.00115636	1	    0.998844	  0.00115622	    0.966042	   0.0339578
45	0.00388952863157808	1.84282524455263	-0.196895831183498	0.324339543107369	-0.838183481723345	450	45	    0.999996	 4.30222e-06	1	    0.995387	  0.00461285	1	    0.995388	  0.00461234	    0.876645	    0.123355
46	-0.0920760524072899	-0.263596494895159	0.661122033845145	0.873467926189518	0.191780742362201	451	46	    0.161718	    0.838282	2	    0.315728	    0.684272	2	    0.887068	    0.112932	    0.205508	    0.794492
46	1.34831185525541	-0.263596494895159	-1.12633725536277	0.421083439655313	0.830436225333504	452	46	    0.161718	    0.838282	2	    0.930423	   0.0695774	1	     0.99705	  0.00294962	    0.917569	   0.0824309
46	-1.47326001414528	-0.263596494895159	0.649926928795997	3.11169992227815	0.608399532424321	453	46	    0.161718	    0.838282	2	   0.0299875	    0.970013	2	    0.154439	    0.845561	  0.00597869	    0.994021
46	1.07948492223888	-0.263596494895159	0.429321856594915	1.90548548767636	0.0457841106859355	454	46	    0.161718	    0.838282	2	     0.20795	     0.79205	2	    0.770319	    0.229681	   0.0994594	    0.900541
46	0.661283350137206	-0.263596494895159	3.87019982091401	1.35692155215144	1.28059073170314	455	46	    0.161718	    0.838282	2	 0.000146059	    0.999854	2	 0.000771394	    0.999229	 2.54213e-05	    0.999975
46	1.29948778611872	-0.263596494895159	0.573721316222907	2.64082771952394	-0.534368938793916	456	46	    0.161718	    0.838282	2	    0.121516	    0.878484	2	    0.550477	    0.449523	   0.0387629	    0.961237
46	0.0969594192646517	-0.263596494895159	0.537149717326747	1.00530049981121	-0.730324758526062	457	46	    0.161718	    0.838282	2	    0.455669	    0.544331	2	    0.944982	   0.0550177	    0.361272	    0.638728
46	0.258211901775098	-0.263596494895159	0.0486195858993556	-0.0839644060760025	-0.289107177606466	458	46	    0.161718	    0.838282	2	    0.857419	    0.142581	1	    0.993357	  0.00664337	    0.831194	    0.168806
46	0.326524323764709	-0.263596494895159	1.73397840496557	2.83488560815381	0.707658303335902	459	46	    0.161718	    0.838282	2	  0.00463402	    0.995366	2	   0.0243908	    0.975609	 0.000822605	    0.999177
46	-1.07577767882435	-0.263596494895159	0.478835608416862	1.50203984929322	0.767495382248226	460	46	    0.161718	    0.838282	2	    0.193069	    0.806931	2	    0.743084	    0.256916	   0.0869625	    0.913037
47	-0.0493156452180575	-0.302411570988747	-0.62145355052132	-0.819167880648558	-1.1971590147286	461	47	    0.999903	 9.71488e-05	1	    0.999631	 0.000368824	1	    0.999632	 0.000367787	    0.988951	   0.0110492
47	-0.347264122795204	-0.302411570988747	-0.413309127610222	0.931273144734221	0.674195529392555	462	47	    0.999903	 9.71488e-05	1	    0.978419	   0.0215812	1	    0.978456	   0.0215444	    0.599289	    0.400711
47	0.166679912204881	-0.302411570988747	-0.0670096589099768	0.185845483799013	-0.381927389576217	463	47	    0.999903	 9.71488e-05	1	    0.993043	  0.00695705	1	    0.993059	  0.00694071	    0.824918	    0.175082
47	-0.42792934800164	-0.302411570988747	-0.187796557923129	-1.31188279900004	-0.90124438300727	464	47	    0.999903	 9.71488e-05	1	    0.999382	 0.000617737	1	    0.999384	 0.000616012	    0.981626	   0.0183741
47	1.5784499184668	-0.302411570988747	1.81761823928074	2.56569140177438	1.58898320799612	465	47	    0.999903	 9.71488e-05	1	   0.0154917	    0.984508	2	   0.0154932	    0.984507	 0.000517958	    0.999482
47	-0.431851785379261	-0.302411570988747	-0.282883812204051	-0.0344076011301899	0.486610218158456	466	47	    0.999903	 9.71488e-05	1	     0.99326	  0.00674009	1	    0.993276	  0.00672418	    0.829479	    0.170521
47	0.735459117285582	-0.302411570988747	-0.242707660589089	1.01782346036601	1.3162958886409	467	47	    0.999903	 9.71488e-05	1	    0.945397	   0.0546034	1	    0.945453	   0.0545469	    0.363373	    0.636627
47	0.169178122107659	-0.302411570988747	-1.29694840077246	-1.6812652375396	0.348813385118963	468	47	    0.999903	 9.71488e-05	1	     0.99988	  0.00011951	1	    0.999881	 0.000119171	    0.996394	  0.00360626
47	-0.394156356122598	-0.302411570988747	2.50444009510047	1.43221281843898	1.69083205451338	469	47	    0.999903	 9.71488e-05	1	   0.0146418	    0.985358	2	   0.0146431	    0.985357	 0.000489132	    0.999511
47	-0.537810487629503	-0.302411570988747	0.431198206392467	-0.920119890435983	-1.08426883283461	470	47	    0.999903	 9.71488e-05	1	    0.996924	   0.0030762	1	    0.996932	  0.00306819	    0.914529	   0.0854707
48	-0.0134281150654519	1.33140515994538	0.540263933967184	0.576165979377482	2.16438101590272	471	48	 0.000552293	    0.999448	2	   0.0876266	    0.912373	2	    0.743807	    0.256193	   0.0872639	    0.912736
48	0.584826081550519	1.33140515994538	2.30149910262766	3.49971933855773	0.572102075214483	472	48	 0.000552293	    0.999448	2	 8.17828e-05	    0.999918	2	   0.0024382	    0.997562	 8.04807e-05	     0.99992
48	0.587429600136785	1.33140515994538	2.30645950119557	2.65467613745445	0.971536232336708	473	48	 0.000552293	    0.999448	2	 0.000235665	    0.999764	2	  0.00699536	    0.993005	  0.00023193	    0.999768
48	0.0199336635194591	1.33140515994538	2.3734141553098	-0.508488636856179	2.31109762800066	474	48	 0.000552293	    0.999448	2	  0.00530557	    0.994694	2	    0.137729	    0.862271	   0.0052324	    0.994768
48	-1.85771128891694	1.33140515994538	1.7590646382804	2.08398114702446	1.47402882240314	475	48	 0.000552293	    0.999448	2	  0.00126471	    0.998735	2	   0.0364806	    0.963519	  0.00124525	    0.998755
48	-0.571398372812276	1.33140515994538	0.909535923816785	-1.57882020191653	0.637425480792321	476	48	 0.000552293	    0.999448	2	    0.686632	    0.313368	1	    0.985182	   0.0148176	    0.686467	    0.313533
48	-0.430589699176195	1.33140515994538	2.71861118545886	1.08071523413157	3.28742993265477	477	48	 0.000552293	    0.999448	2	 0.000111099	    0.999889	2	  0.00330946	    0.996691	 0.000109332	    0.999891
48	-2.02776158897965	1.33140515994538	1.9461630733633	2.20538356736789	0.134068880996638	478	48	 0.000552293	    0.999448	2	  0.00202271	    0.997977	2	   0.0571547	    0.942845	  0.00199225	    0.998008
48	-0.471058713880855	1.33140515994538	2.15305438918141	-0.156393927795675	-0.516077152647529	479	48	 0.000552293	    0.999448	2	    0.055615	    0.944385	2	    0.639942	    0.360058	   0.0552921	    0.944708
48	-0.97075270477653	1.33140515994538	0.958050322501568	0.129039829787012	-0.157166001050777	480	48	 0.000552293	    0.999448	2	    0.319728	    0.680272	2	    0.934427	   0.0655728	    0.319388	    0.680612
49	-0.396804810214481	-0.697266474028607	1.49070999805317	3.07954636591282	1.08958931638537	481	49	 2.11478e-05	    0.999979	2	 0.000686518	    0.999313	2	   0.0204233	    0.979577	   0.0006861	    0.999314
49	0.380121014219796	-0.697266474028607	1.43237748935869	2.78674591586063	0.786483060676631	482	49	 2.11478e-05	    0.999979	2	  0.00166661	    0.998333	2	   0.0482215	    0.951779	  0.00166563	    0.998334
49	0.489869865088417	-0.697266474028607	3.50029980090041	0.988911206336589	-0.395786333054874	483	49	 2.11478e-05	    0.999979	2	  0.00042638	    0.999574	2	     0.01278	     0.98722	 0.000426119	    0.999574
49	0.0883111924528663	-0.697266474028607	1.22823861210429	1.76215312550379	0.856762409667458	484	49	 2.11478e-05	    0.999979	2	   0.0120439	    0.987956	2	    0.270087	    0.729913	   0.0120384	    0.987962
49	-0.367096126365782	-0.697266474028607	0.155532470316294	0.865161979277222	0.722718879052511	485	49	 2.11478e-05	    0.999979	2	    0.330983	    0.669017	2	    0.937588	   0.0624117	    0.330971	    0.669029
49	-0.298811497285238	-0.697266474028607	1.95847890872841	0.58152961225696	0.651878840328215	486	49	 2.11478e-05	    0.999979	2	   0.0141495	     0.98585	2	    0.303454	    0.696546	   0.0141434	    0.985857
49	0.280177206659747	-0.697266474028607	1.74816395580369	0.717820813090251	0.419765543820999	487	49	 2.11478e-05	    0.999979	2	   0.0233369	    0.976663	2	    0.420403	    0.579597	   0.0233285	    0.976672
49	-0.136836173510618	-0.697266474028607	3.11917801363158	0.00866781356878388	1.27493868938533	488	49	 2.11478e-05	    0.999979	2	  0.00108619	    0.998914	2	   0.0319461	    0.968054	  0.00108554	    0.998914
49	-0.956244862971411	-0.697266474028607	0.556302343694588	1.02294339848831	0.31573696519048	489	49	 2.11478e-05	    0.999979	2	     0.18825	     0.81175	2	    0.875647	    0.124353	    0.188236	    0.811764
49	0.479922664951095	-0.697266474028607	1.93190941629894	2.0938905516958	2.35391919610689	490	49	 2.11478e-05	    0.999979	2	 0.000404547	    0.999595	2	   0.0121333	    0.987867	 0.000404299	    0.999596
50	0.848286710939666	-0.0890032200847345	3.03097997427639	0.9962115173834	0.180201734199961	491	50	  0.00241794	    0.997582	2	 0.000968088	    0.999032	2	   0.0267854	    0.973215	 0.000905512	    0.999094
50	2.3996365980559	-0.0890032200847345	2.26418824688034	1.72444284043858	-1.03038004825843	492	50	  0.00241794	    0.997582	2	  0.00563863	    0.994361	2	    0.139586	    0.860414	  0.00531397	    0.994686
50	-0.724513322976177	-0.0890032200847345	2.26323313107329	1.09476590774067	0.394011567466797	493	50	  0.00241794	    0.997582	2	  0.00439726	    0.995603	2	    0.112006	    0.887994	  0.00413644	    0.995864
50	-1.06228743156348	-0.0890032200847345	-0.0637947475265203	1.05827154398766	-0.990973177374557	494	50	  0.00241794	    0.997582	2	     0.68235	     0.31765	1	    0.984851	   0.0151488	    0.681617	    0.318383
50	-1.37834055875169	-0.0890032200847345	0.206351722741228	0.117780953962308	-0.232978142936435	495	50	  0.00241794	    0.997582	2	    0.714163	    0.285837	1	     0.98695	   0.0130503	    0.713501	    0.286499
50	0.752972314697274	-0.0890032200847345	2.42485333042828	1.61520033447968	1.43233198887269	496	50	  0.00241794	    0.997582	2	 0.000629889	     0.99937	2	   0.0175766	    0.982423	 0.000588813	    0.999411
50	0.294057062400605	-0.0890032200847345	1.26566979712805	1.42650528639164	1.14691587319436	497	50	  0.00241794	    0.997582	2	   0.0150329	    0.984967	2	    0.306227	    0.693773	   0.0143271	    0.985673
50	-1.35241990917073	-0.0890032200847345	2.35357593488799	2.7133684749506	-1.33188783585438	498	50	  0.00241794	    0.997582	2	  0.00108612	    0.998914	2	   0.0299627	    0.970037	  0.00101613	    0.998984
50	1.71830405580895	-0.0890032200847345	-0.618447726554261	-0.36194132872867	1.41725250040334	499	50	  0.00241794	    0.997582	2	    0.876708	    0.123292	1	    0.995378	   0.0046219	     0.87642	     0.12358
50	1.22649358683029	-0.0890032200847345	2.48858096334131	2.2347107546227	2.03005478047108	500	50	  0.00241794	    0.997582	2	 0.000126983	    0.999873	2	  0.00358879	    0.996411	 0.000118592	    0.999881
51	0.642848104825484	-1.24627178298827	0.730603495598745	0.593729093593836	-1.22203370817292	501	51	  0.00309099	    0.996909	2	    0.488628	    0.511372	2	    0.966493	   0.0335067	    0.487146	    0.512854
51	0.386991531923528	-1.24627178298827	1.20563816576721	2.8519311047518	1.20556996327855	502	51	  0.00309099	    0.996909	2	   0.0019133	    0.998087	2	   0.0508613	    0.949139	  0.00176153	    0.998238
51	-1.21542614466788	-1.24627178298827	-0.568435782741688	-1.52988577389466	-1.11955021868673	503	51	  0.00309099	    0.996909	2	    0.994024	  0.00597634	1	    0.999801	 0.000198544	    0.994006	  0.00599425
51	0.33585058990439	-1.24627178298827	2.77859810420567	2.5228241558758	2.1781007104664	504	51	  0.00309099	    0.996909	2	 3.44119e-05	    0.999966	2	 0.000957214	    0.999043	 3.15507e-05	    0.999968
51	-0.00550042635373647	-1.24627178298827	1.84315318163181	1.12868732483983	0.88413229645526	505	51	  0.00309099	    0.996909	2	  0.00783012	     0.99217	2	    0.182321	    0.817679	   0.0072891	    0.992711
51	-0.963173057755843	-1.24627178298827	0.189408099166452	0.936581423304742	0.724305232376515	506	51	  0.00309099	    0.996909	2	    0.292205	    0.707795	2	    0.925473	   0.0745269	    0.290241	    0.709759
51	0.400918162004817	-1.24627178298827	0.0971850988705272	1.98126814596554	0.322976042825266	507	51	  0.00309099	    0.996909	2	    0.136707	    0.863293	2	    0.825236	    0.174764	    0.134572	    0.865428
51	0.779323663061871	-1.24627178298827	4.33700230533656	0.273451545258318	2.8922857299696	508	51	  0.00309099	    0.996909	2	 8.39344e-06	    0.999992	2	 0.000233624	    0.999766	 7.69509e-06	    0.999992
51	-0.97300804216558	-1.24627178298827	1.53810307736819	1.75258985799581	-0.945778080865298	509	51	  0.00309099	    0.996909	2	   0.0243139	    0.975686	2	    0.417881	    0.582119	   0.0230936	    0.976906
51	0.0933236883314869	-1.24627178298827	2.54721322077695	1.70293408791599	4.51485792826361	510	51	  0.00309099	    0.996909	2	 2.15305e-05	    0.999978	2	 0.000599091	    0.999401	 1.97398e-05	     0.99998
52	0.588451594717263	1.08053550321365	0.424586597486192	-1.27956877699206	0.181911458878165	511	52	  0.00964068	    0.990359	2	    0.870572	    0.129428	1	    0.995076	  0.00492414	     0.86936	     0.13064
52	-1.31086989173666	1.08053550321365	0.781267320615618	1.43123734232578	1.33504280804861	512	52	  0.00964068	    0.990359	2	   0.0375144	    0.962486	2	    0.508373	    0.491627	   0.0329308	    0.967069
52	-1.68428475441678	1.08053550321365	1.54918509775153	0.82632012374899	2.08785997897493	513	52	  0.00964068	    0.990359	2	  0.00905521	    0.990945	2	    0.183683	    0.816317	   0.0073553	    0.992645
52	0.288111297180478	1.08053550321365	1.07863415843896	1.6607611136961	0.813941401359609	514	52	  0.00964068	    0.990359	2	   0.0237165	    0.976284	2	     0.38501	     0.61499	   0.0201995	    0.979801
52	-1.05455899076762	1.08053550321365	1.24077760906338	0.68837839541798	1.54462734492156	515	52	  0.00964068	    0.990359	2	   0.0331264	    0.966874	2	    0.474123	    0.525877	   0.0288335	    0.971166
52	0.142910531925234	1.08053550321365	2.17004037579536	0.885195317385283	0.964445655964487	516	52	  0.00964068	    0.990359	2	  0.00559876	    0.994401	2	    0.120283	    0.879717	  0.00448237	    0.995518
52	-0.0676249608902056	1.08053550321365	0.411604922216656	0.016100895053602	1.14413882762333	517	52	  0.00964068	    0.990359	2	    0.395927	    0.604073	2	    0.951119	   0.0488814	    0.390523	    0.609477
52	0.57520120726369	1.08053550321365	0.248322646132984	-0.164180393609627	0.906523891166077	518	52	  0.00964068	    0.990359	2	     0.58975	     0.41025	1	    0.977262	   0.0227379	    0.585978	    0.414022
52	-0.366649836220427	1.08053550321365	2.59316041249976	2.01875351756711	2.41490832495242	519	52	  0.00964068	    0.990359	2	 0.000110079	     0.99989	2	  0.00260013	      0.9974	 8.58393e-05	    0.999914
52	-0.269205678719278	1.08053550321365	1.96624233693637	0.930196978673518	1.5937898226933	520	52	  0.00964068	    0.990359	2	  0.00493611	    0.995064	2	    0.107243	    0.892757	   0.0039402	     0.99606
53	0.0852466428055631	-1.02924339144669	1.35835267715505	2.4130965563266	0.0830762624191221	521	53	 0.000108315	    0.999892	2	  0.00619465	    0.993805	2	      0.1588	      0.8412	  0.00617812	    0.993822
53	0.489800548768874	-1.02924339144669	2.27605609594853	-0.384398412528918	1.53592422758418	522	53	 0.000108315	    0.999892	2	   0.0114447	    0.988555	2	    0.259659	    0.740341	   0.0114178	    0.988582
53	-0.446134194331087	-1.02924339144669	1.76480700316549	0.790430544448942	1.30441181466509	523	53	 0.000108315	    0.999892	2	  0.00972947	    0.990271	2	    0.229359	    0.770641	  0.00970568	    0.990294
53	0.486397756272373	-1.02924339144669	-0.832866105281167	0.0979938814314584	0.664614543108889	524	53	 0.000108315	    0.999892	2	    0.915463	   0.0845369	1	    0.996968	  0.00303203	    0.915454	   0.0845457
53	-1.05927555596405	-1.02924339144669	2.39588873342693	2.87924946466707	0.849956228586703	525	53	 0.000108315	    0.999892	2	 0.000136891	    0.999863	2	  0.00412732	    0.995873	 0.000136459	    0.999864
53	-1.85366838327127	-1.02924339144669	1.38926751359094	1.16747372729994	1.15731946322866	526	53	 0.000108315	    0.999892	2	   0.0145961	    0.985404	2	    0.309777	    0.690223	   0.0145642	    0.985436
53	1.0729083520271	-1.02924339144669	-0.0836583575782148	2.09122179157509	0.627737519407593	527	53	 0.000108315	    0.999892	2	    0.132522	    0.867478	2	    0.822571	    0.177429	    0.132447	    0.867553
53	0.691049752329223	-1.02924339144669	2.72977625769228	2.24466509981112	1.21820601280807	528	53	 0.000108315	    0.999892	2	 0.000129615	     0.99987	2	  0.00390876	    0.996091	 0.000129206	    0.999871
53	-0.388306705292615	-1.02924339144669	0.282736134809658	2.13798736183653	-0.0152990160633628	529	53	 0.000108315	    0.999892	2	   0.0954778	    0.904522	2	     0.76206	     0.23794	   0.0954056	    0.904594
53	1.24318879557942	-1.02924339144669	2.28753237808892	1.96792852165644	2.0815057192092	530	53	 0.000108315	    0.999892	2	 0.000277974	    0.999722	2	  0.00834678	    0.991653	   0.0002771	    0.999723
